CL_f2_feb,CL_f3_feb,CL_notes_feb,CL_f1_aug,CL_notes_aug,CD_f2_aug,CD_f1_aug,CD_notes_aug,CD_f3_sept,CD_notes_sept
27,8,lights off,2,lights off,87,70,lights off,0,lights off
25,0,lights off,13,lights off,83,35,lights off,0,lights off
0,14,lights off,5,lights off,88,63,lights off,0,lights off
0,50,lights off,39,lights off,76,78,lights off,0,lights off
0,12,lights off,25,lights off,46,79,lights off,0,lights off
20,0,lights off,50,lights off,62,72,lights off,0,lights off
54,43,lights off,57,lights off,79,70,lights off,0,lights off
46,76,lights off,28,lights off,80,71,lights off,0,lights off
0,74,lights off,54,lights off,79,85,lights off,0,lights off
4,47,lights off,50,lights off,63,86,lights off,0,lights off
0,27,lights off,1,lights off,82,81,lights off,0,lights off
51,55,lights off,40,lights off,80,82,lights off,0,lights off
47,52,lights off,30,lights off,81,76,lights off,0,lights off
17,48,lights off,58,lights off,83,80,lights off,0,lights off
0,72,lights off,50,lights off,72,80,lights off,0,lights off
0,70,lights off,62,lights off,85,81,lights off,0,lights off
11,58,lights off,13,lights off,90,86,lights off,0,lights off
31,45,lights off,65,lights off,87,92,lights off,0,lights off
0,56,lights off,8,lights off,83,86,lights off,0,lights off
0,56,lights off,19,lights off,85,81,lights off,0,lights off
8,83,lights off,36,lights off,71,94,lights off,0,lights off
22,77,lights off,26,lights off,83,82,lights off,0,lights off
24,63,lights off,55,lights off,85,83,lights off,0,lights off
4,54,lights off,48,lights off,86,83,lights off,0,lights off
15,0,lights off,60,lights off,90,88,lights off,0,lights off
0,0,lights off,57,lights off,80,88,lights off,0,lights off
0,0,lights off,56,lights off,79,87,lights off,0,lights off
0,41,lights off,33,lights off,85,95,lights off,0,lights off
0,29,lights off,14,lights off,90,92,lights off,0,lights off
0,42,lights off,16,lights off,75,92,lights off,0,lights off
0,2,lights off,0,lights off,84,71,lights off,0,lights off
4,7,lights off,28,lights off,88,86,lights off,0,lights off
2,0,lights off,49,lights off,84,78,lights off,0,lights off
0,0,lights off,60,lights off,76,74,lights off,0,lights off
0,0,lights off,18,lights off,73,93,lights off,0,lights off
0,0,lights off,30,lights off,84,89,lights off,0,lights off
45,0,lights off,2,lights off,88,80,lights off,0,lights off
27,0,lights off,29,lights off,81,81,lights off,0,lights off
0,0,lights off,29,lights off,88,84,lights off,0,lights off
0,10,lights off,33,lights off,85,76,lights off,0,lights off
0,2,lights off,5,lights off,90,85,lights off,0,lights off
0,4,lights off,0,lights off,46,88,lights off,0,lights off
0,6,lights off,10,lights off,73,90,lights off,0,lights off
0,5,lights off,79,lights off,85,90,lights off,0,lights off
0,0,lights off,33,lights off,87,89,lights off,0,lights off
0,0,lights off,28,lights off,80,89,lights off,0,lights off
0,14,lights off,57,lights off,83,77,lights off,0,lights off
6,49,lights off,71,lights off,85,88,lights off,0,lights off
0,29,lights off,22,lights off,45,93,lights off,0,lights off
0,71,lights off,7,lights off,50,90,lights off,0,lights off
0,49,lights off,0,lights off,60,91,lights off,0,lights off
0,33,lights off,2,lights off,48,86,lights off,0,lights off
0,25,lights off,49,lights off,87,87,lights off,0,lights off
0,47,lights off,32,lights off,88,82,lights off,0,lights off
0,15,lights off,66,lights off,59,88,lights off,0,lights off
0,64,lights off,54,lights off,82,85,lights off,0,lights off
0,70,lights off,17,lights off,88,81,lights off,0,lights off
0,55,lights off,40,lights off,75,78,lights off,0,lights off
0,59,lights off,52,lights off,87,89,lights off,0,lights off
2,26,lights off,73,lights off,79,83,lights off,0,lights off
9,68,lights off,56,lights off,73,83,lights off,0,lights off
0,37,lights off,52,lights off,78,95,lights off,0,lights off
0,9,lights off,40,lights off,83,86,lights off,0,lights off
5,0,lights off,31,lights off,81,67,lights off,0,lights off
0,0,lights off,45,lights off,69,92,lights off,0,lights off
0,0,lights off,20,lights off,89,91,lights off,0,lights off
2,35,lights off,12,lights off,81,88,lights off,0,lights off
12,5,lights off,0,lights off,74,92,lights off,0,lights off
14,0,lights off,0,lights off,83,90,lights off,0,lights off
0,45,lights off,34,lights off,77,91,lights off,0,lights off
0,3,lights off,46,lights off,68,85,lights off,0,lights off
0,0,lights off,52,lights off,59,81,lights off,0,lights off
0,0,lights off,36,lights off,24,83,lights off,0,lights off
0,7,lights off,0,lights off,79,89,lights off,0,lights off
0,0,lights off,43,lights off,75,93,lights off,0,lights off
0,0,lights off,6,lights off,84,90,lights off,0,lights off
0,0,lights off,0,lights off,85,65,lights off,0,lights off
0,0,lights off,0,lights off,84,38,lights off,0,lights off
0,0,lights off,0,lights off,82,52,lights off,0,lights off
0,0,lights off,3,lights off,64,52,lights off,0,lights off
0,0,lights off,53,lights off,84,88,lights off,0,lights off
0,0,lights off,55,lights off,86,89,lights off,0,lights off
0,0,lights off,38,lights off,87,86,lights off,0,lights off
0,0,lights off,11,lights off,76,90,lights off,0,lights off
0,0,lights off,0,lights off,84,95,lights off,0,lights off
0,0,lights off,0,lights off,84,92,lights off,0,lights off
0,0,lights off,0,lights off,82,77,lights off,0,lights off
0,0,lights off,0,lights off,95,90,lights off,0,lights off
0,0,lights off,0,lights off,91,94,lights off,0,lights off
0,0,lights off,0,lights off,73,87,lights off,0,lights off
0,0,lights off,0,lights off,88,94,lights off,0,lights off
0,0,lights off,0,lights off,88,83,lights off,0,lights off
0,0,lights off,0,lights off,82,86,lights off,0,lights off
0,0,lights off,11,lights off,76,78,lights off,0,lights off
0,0,lights off,0,lights off,70,93,lights off,0,lights off
0,0,lights off,4,lights off,47,93,lights off,0,lights off
0,0,lights off,0,lights off,52,95,lights off,0,lights off
2,0,lights off,0,lights off,45,84,lights off,0,lights off
2,0,lights off,0,lights off,25,90,lights off,0,lights off
0,0,lights off,14,lights off,12,92,lights off,0,lights off
0,0,lights off,0,lights off,52,91,lights off,0,lights off
0,0,lights off,0,lights off,62,89,lights off,0,lights off
0,0,lights off,0,lights off,68,75,lights off,0,lights off
0,0,lights off,0,lights off,59,89,lights off,0,lights off
0,0,lights off,0,lights off,69,93,lights off,0,lights off
0,0,lights off,0,lights off,79,91,lights off,0,lights off
0,0,lights off,0,lights off,61,90,lights off,0,lights off
0,0,lights off,14,lights off,35,79,lights off,0,lights off
0,0,lights off,0,lights off,54,88,lights off,0,lights off
0,0,lights off,0,lights off,89,82,lights off,0,lights off
0,6,lights off,0,lights off,78,79,lights off,0,lights off
0,0,lights off,0,lights off,82,75,lights off,0,lights off
0,0,lights off,0,lights off,70,82,lights off,0,lights off
0,0,lights off,30,lights off,78,69,lights off,0,lights off
0,0,lights off,21,lights off,61,86,lights off,0,lights off
0,0,lights off,0,lights off,46,72,lights off,0,lights off
0,0,lights off,15,lights off,66,72,lights off,0,lights off
0,13,lights off,0,lights off,65,79,lights off,0,lights off
3,0,lights off,23,lights off,47,77,lights off,0,lights off
5,0,lights off,0,lights off,61,77,lights off,0,lights off
17,0,lights off,33,lights off,47,69,lights off,0,lights off
0,0,lights off,26,lights off,83,81,lights off,0,lights off
0,16,lights off,9,lights off,54,76,lights off,0,lights off
0,0,lights off,0,lights off,59,85,lights off,0,lights off
2,0,lights off,0,lights off,88,90,lights off,0,lights off
0,0,lights off,49,lights off,85,88,lights off,0,lights off
0,0,lights off,59,lights off,84,84,lights off,0,lights off
0,0,lights off,40,lights off,77,85,lights off,0,lights off
0,0,lights off,75,lights off,69,89,lights off,0,lights off
0,0,lights off,70,lights off,70,92,lights off,0,lights off
0,0,lights off,45,lights off,62,95,lights off,0,lights off
0,0,lights off,58,lights off,87,86,lights off,0,lights off
0,0,lights off,24,lights off,78,82,lights off,0,lights off
0,0,lights off,14,lights off,78,93,lights off,0,lights off
0,0,lights off,19,lights off,87,84,lights off,0,lights off
0,0,lights off,52,lights off,82,90,lights off,0,lights off
0,0,lights off,23,lights off,88,92,lights off,0,lights off
0,0,lights off,0,lights off,81,89,lights off,0,lights off
0,0,lights off,0,lights off,88,95,lights off,0,lights off
0,0,lights off,0,lights off,93,92,lights off,0,lights off
0,0,lights off,0,lights off,91,82,lights off,0,lights off
0,0,lights off,0,lights off,83,85,lights off,0,lights off
0,0,lights off,0,lights off,84,93,lights off,0,lights off
19,0,lights off,0,lights off,87,92,lights off,0,lights off
0,0,lights off,0,lights off,83,81,lights off,0,lights off
0,0,lights off,0,lights off,82,92,lights off,0,lights off
0,0,lights off,0,lights off,88,82,lights off,0,lights off
0,0,lights off,0,lights off,81,60,lights off,0,lights off
0,0,lights off,40,lights off,76,93,lights off,0,lights off
0,0,lights off,74,lights off,77,95,lights off,0,lights off
0,0,lights off,62,lights off,86,80,lights off,0,lights off
0,0,lights off,0,lights off,67,86,lights off,0,lights off
0,0,lights off,0,lights off,79,79,lights off,0,lights off
0,0,lights off,14,lights off,92,88,lights off,0,lights off
0,0,lights off,11,lights off,84,75,lights off,0,lights off
0,0,lights off,0,lights off,66,82,lights off,0,lights off
0,0,lights off,12,lights off,88,68,lights off,0,lights off
0,0,lights off,0,lights off,81,61,lights off,0,lights off
0,0,lights off,0,lights off,83,77,lights off,0,lights off
0,0,lights off,11,lights off,88,94,lights off,0,lights off
0,0,lights off,12,lights off,88,79,lights off,0,lights off
0,0,lights off,18,lights off,90,81,lights off,0,lights off
0,0,lights off,16,lights off,88,80,lights off,0,lights off
0,0,lights off,0,lights off,83,76,lights off,0,lights off
0,0,lights off,0,lights off,80,79,lights off,0,lights off
0,0,lights off,34,lights off,86,86,lights off,0,lights off
0,0,lights off,51,lights off,76,84,lights off,0,lights off
0,0,lights off,38,lights off,85,63,lights off,0,lights off
0,4,lights off,37,lights off,84,83,lights off,0,lights off
0,0,lights off,52,lights off,89,73,lights off,0,lights off
0,0,lights off,25,lights off,55,69,lights off,0,lights off
0,0,lights off,31,lights off,59,29,lights off,0,lights off
0,10,lights off,35,lights off,84,35,lights off,0,lights off
0,0,lights off,30,lights off,86,0,lights off,0,lights off
0,0,lights off,50,lights off,75,14,lights off,0,lights off
0,0,lights off,47,lights off,92,26,lights off,0,lights off
0,3,lights off,64,lights off,74,24,lights off,0,lights off
0,0,lights off,76,lights off,84,9,lights off,0,lights off
0,30,lights off,66,lights off,89,0,lights off,0,lights off
0,32,lights off,60,lights off,68,0,lights off,0,lights off
0,19,lights off,40,lights off,66,9,lights off,0,lights off
0,23,lights off,50,lights off,49,75,lights off,0,lights off
0,29,lights off,58,lights off,43,92,lights off,0,lights off
0,6,lights off,39,lights off,54,87,lights off,0,lights off
0,8,lights off,54,lights off,67,93,lights off,0,lights off
0,0,lights off,49,lights off,62,93,lights off,0,lights off
0,0,lights off,3,lights off,71,86,lights off,0,lights off
0,0,lights off,0,lights off,68,71,lights off,0,lights off
0,3,lights off,22,lights off,62,69,lights off,0,lights off
0,0,lights off,51,lights off,73,65,lights off,0,lights off
0,12,lights off,62,lights off,74,88,lights off,0,lights off
0,0,lights off,35,lights off,82,88,lights off,0,lights off
0,2,lights off,0,lights off,89,93,lights off,0,lights off
0,4,lights off,0,lights off,83,84,lights off,0,lights off
0,5,lights off,30,lights off,81,85,lights off,0,lights off
0,0,lights off,9,lights off,85,92,lights off,0,lights off
0,0,lights off,26,lights off,81,87,lights off,0,lights off
0,0,lights off,29,lights off,72,80,lights off,0,lights off
0,0,lights off,6,lights off,87,86,lights off,0,lights off
0,0,lights off,0,lights off,74,83,lights off,0,lights off
0,0,lights off,39,lights off,81,85,lights off,0,lights off
0,0,lights off,27,lights off,85,87,lights off,0,lights off
0,0,lights off,22,lights off,84,88,lights off,0,lights off
0,0,lights off,8,lights off,70,89,lights off,0,lights off
0,0,lights off,12,lights off,88,92,lights off,0,lights off
0,0,lights off,0,lights off,77,89,lights off,0,lights off
0,4,lights off,8,lights off,94,86,lights off,0,lights off
0,1,lights off,39,lights off,86,90,lights off,0,lights off
0,2,lights off,27,lights off,83,89,lights off,0,lights off
0,3,lights off,23,lights off,86,93,lights off,0,lights off
0,0,lights off,47,lights off,87,93,lights off,0,lights off
0,0,lights off,69,lights off,81,93,lights off,0,lights off
0,0,lights off,45,lights off,86,88,lights off,0,lights off
0,0,lights off,32,lights off,78,78,lights off,0,lights off
0,0,lights off,5,lights off,87,91,lights off,0,lights off
0,0,lights off,14,lights off,83,94,lights off,0,lights off
0,0,lights off,4,lights off,84,92,lights off,0,lights off
0,0,lights off,33,lights off,90,85,lights off,0,lights off
0,0,lights off,12,lights off,96,89,lights off,0,lights off
0,8,lights off,51,lights off,90,91,lights off,0,lights off
0,2,lights off,6,lights off,84,89,lights off,0,lights off
0,0,lights off,23,lights off,84,89,lights off,0,lights off
0,0,lights off,25,lights off,49,90,lights off,0,lights off
0,0,lights off,12,lights off,51,83,lights off,0,lights off
0,0,lights off,57,lights off,53,90,lights off,0,lights off
0,0,lights off,82,lights off,30,77,lights off,0,lights off
0,0,lights off,58,lights off,12,85,lights off,0,lights off
0,0,lights off,29,lights off,10,88,lights off,0,lights off
0,0,lights off,27,lights off,9,93,lights off,0,lights off
0,0,lights off,0,lights off,81,87,lights off,0,lights off
0,53,lights off,0,lights off,69,89,lights off,0,lights off
0,72,lights off,9,lights off,69,85,lights off,0,lights off
0,0,lights off,0,lights off,67,88,lights off,0,lights off
0,5,lights off,12,lights off,80,87,lights off,0,lights off
0,20,lights off,0,lights off,89,60,lights off,0,lights off
0,4,lights off,0,lights off,78,76,lights off,0,lights off
0,43,lights off,0,lights off,78,78,lights off,0,lights off
0,67,lights off,0,lights off,83,84,lights off,0,lights off
0,26,lights off,0,lights off,91,85,lights off,0,lights off
0,53,lights off,0,lights off,88,93,lights off,0,lights off
0,52,lights off,0,lights off,84,84,lights off,0,lights off
0,71,lights off,0,lights off,84,91,lights off,0,lights off
0,70,lights off,18,lights off,79,94,lights off,0,lights off
0,63,lights off,0,lights off,87,91,lights off,0,lights off
0,65,lights off,0,lights off,84,79,lights off,0,lights off
0,20,lights off,0,lights off,74,81,lights off,0,lights off
0,8,lights off,11,lights off,54,64,lights off,0,lights off
0,0,lights off,0,lights off,84,72,lights off,0,lights off
0,0,lights off,15,lights off,85,84,lights off,0,lights off
0,0,lights off,0,lights off,77,93,lights off,0,lights off
0,0,lights off,0,lights off,77,81,lights off,0,lights off
0,0,lights off,13,lights off,70,81,lights off,0,lights off
0,0,lights off,32,lights off,48,81,lights off,0,lights off
0,0,lights off,17,lights off,81,89,lights off,0,lights off
0,20,lights off,0,lights off,83,82,lights off,0,lights off
0,22,lights off,0,lights off,83,93,lights off,0,lights off
0,8,lights off,0,lights off,80,85,lights off,0,lights off
0,37,lights off,37,lights off,91,83,lights off,0,lights off
0,39,lights off,27,lights off,84,95,lights off,0,lights off
0,0,lights off,51,lights off,83,89,lights off,0,lights off
0,32,lights off,0,lights off,91,75,lights off,0,lights off
0,6,lights off,0,lights off,91,89,lights off,0,lights off
0,14,lights off,0,lights off,96,82,lights off,0,lights off
0,36,lights off,5,lights off,88,64,lights off,0,lights off
0,80,lights off,0,lights off,79,66,lights off,0,lights off
0,0,lights off,0,lights off,79,72,lights off,0,lights off
0,0,lights off,0,lights off,84,81,lights off,0,lights off
0,0,lights off,0,lights off,93,79,lights off,0,lights off
0,0,lights off,0,lights off,82,68,lights off,0,lights off
0,0,lights off,0,lights off,78,85,lights off,0,lights off
0,3,lights off,0,lights off,87,86,lights off,0,lights off
0,4,lights off,0,lights off,84,95,lights off,0,lights off
0,38,lights off,0,lights off,83,93,lights off,0,lights off
0,52,lights off,33,lights off,62,93,lights off,0,lights off
0,63,lights off,0,lights off,64,87,lights off,0,lights off
0,17,lights off,18,lights off,84,84,lights off,0,lights off
0,41,lights off,34,lights off,77,87,lights off,0,lights off
0,80,lights off,55,lights off,90,89,lights off,0,lights off
0,84,lights off,25,lights off,92,90,lights off,0,lights off
0,77,lights off,0,lights off,76,80,lights off,0,lights off
18,69,lights off,25,lights off,92,87,lights off,0,lights off
5,58,lights off,12,lights off,90,89,lights off,0,lights off
0,88,lights off,0,lights off,85,81,lights off,0,lights off
0,82,lights off,0,lights off,89,78,lights off,0,lights off
0,65,lights off,21,lights off,91,94,lights off,0,lights off
0,86,lights off,0,lights off,89,88,lights off,0,lights off
0,49,lights off,24,lights off,80,80,lights off,0,lights off
0,60,lights off,0,lights off,59,91,lights off,0,lights off
0,32,lights off,34,lights off,75,85,lights off,0,lights off
0,6,lights off,0,lights off,60,90,lights off,0,lights off
0,0,lights off,3,lights off,67,81,lights off,0,lights off
0,32,lights off,61,lights off,82,84,lights off,0,lights off
0,45,lights off,24,lights off,83,79,lights off,0,lights off
0,54,lights off,13,lights off,80,34,lights off,0,lights off
0,0,lights off,3,lights off,85,61,lights off,0,lights off
0,16,lights off,4,lights off,68,73,lights off,0,lights off
0,27,lights off,30,lights off,22,55,lights off,0,lights off
0,39,lights off,19,lights off,22,55,lights off,0,lights off
0,42,lights off,23,lights off,39,71,lights off,0,lights off
0,7,lights off,10,lights off,0,85,lights off,0,lights off
0,48,lights off,6,lights off,5,83,lights off,0,lights off
0,2,lights off,0,lights off,30,89,lights off,0,lights off
0,13,lights off,0,lights off,70,92,lights off,0,lights off
0,45,lights off,0,lights off,86,93,lights off,0,lights off
0,40,lights off,45,lights off,92,86,lights off,0,lights off
0,46,lights off,41,lights off,81,94,lights off,0,lights off
0,21,lights off,24,lights off,79,86,lights off,0,lights off
0,66,lights off,47,lights off,82,94,lights off,0,lights off
0,48,lights off,45,lights off,72,82,lights off,0,lights off
0,57,lights off,8,lights off,81,90,lights off,0,lights off
0,51,lights off,60,lights off,73,96,lights off,0,lights off
0,43,lights off,16,lights off,86,85,lights off,0,lights off
0,22,lights off,40,lights off,86,88,lights off,0,lights off
0,47,lights off,55,lights off,74,90,lights off,0,lights off
0,0,lights off,41,lights off,90,87,lights off,0,lights off
0,63,lights off,44,lights off,86,86,lights off,0,lights off
0,58,lights off,29,lights off,62,90,lights off,0,lights off
0,5,lights off,35,lights off,76,52,lights off,0,lights off
0,35,lights off,29,lights off,84,57,lights off,0,lights off
0,23,lights off,53,lights off,87,92,lights off,0,lights off
0,0,lights off,58,lights off,81,84,lights off,0,lights off
0,0,lights off,45,lights off,78,88,lights off,0,lights off
0,0,lights off,40,lights off,80,75,lights off,0,lights off
0,25,lights off,8,lights off,85,87,lights off,0,lights off
0,39,lights off,0,lights off,92,82,lights off,0,lights off
0,39,lights off,61,lights off,89,93,lights off,0,lights off
0,45,lights off,9,lights off,77,96,lights off,0,lights off
0,62,lights off,34,lights off,88,75,lights off,0,lights off
0,17,lights off,27,lights off,80,88,lights off,0,lights off
0,0,lights off,0,lights off,86,87,lights off,0,lights off
0,4,lights off,0,lights off,84,86,lights off,0,lights off
0,25,lights off,57,lights off,74,94,lights off,0,lights off
0,0,lights off,64,lights off,86,90,lights off,0,lights off
0,16,lights off,54,lights off,82,87,lights off,0,lights off
0,48,lights off,56,lights off,82,82,lights off,0,lights off
0,55,lights off,61,lights off,86,87,lights off,0,lights off
0,38,lights off,20,lights off,87,84,lights off,0,lights off
0,82,lights off,13,lights off,86,83,lights off,0,lights off
0,80,lights off,0,lights off,85,71,lights off,0,lights off
0,84,lights off,0,lights off,84,72,lights off,0,lights off
0,50,lights off,0,lights off,89,86,lights off,0,lights off
0,46,lights off,0,lights off,88,86,lights off,0,lights off
0,0,lights off,0,lights off,84,80,lights off,0,lights off
0,0,lights off,0,lights off,84,83,lights off,0,lights off
0,0,lights off,0,lights off,88,73,lights off,0,lights off
0,0,lights off,0,lights off,87,78,lights off,0,lights off
0,13,lights off,0,lights off,79,78,lights off,0,lights off
0,63,lights off,0,lights off,93,81,lights off,0,lights off
0,65,lights off,0,lights off,90,75,lights off,0,lights off
0,3,lights off,0,lights off,88,81,lights off,0,lights off
0,14,lights off,0,lights off,84,88,lights off,0,lights off
0,35,lights off,0,lights off,91,72,lights off,0,lights off
0,15,lights off,0,lights off,77,67,lights off,0,lights off
0,12,lights off,0,lights off,79,84,lights off,0,lights off
0,18,lights off,0,lights off,82,88,lights off,0,lights off
0,7,lights off,18,lights off,84,86,lights off,0,lights off
0,0,lights off,0,lights off,89,93,lights off,0,lights off
0,0,lights off,0,lights off,82,93,lights off,0,lights off
0,0,lights off,8,lights off,83,96,lights off,0,lights off
5,0,lights off,14,lights off,83,84,lights off,0,lights off
21,0,lights off,69,lights off,82,86,lights off,0,lights off
0,0,lights off,61,lights off,90,93,lights off,16,lights off
0,0,lights off,62,lights off,85,90,lights off,53,lights off
0,0,lights off,27,lights off,89,85,lights off,73,lights off
0,0,lights off,24,lights off,74,90,lights off,73,lights off
0,0,lights off,50,lights off,91,89,lights off,51,lights off
0,0,lights off,25,lights off,70,89,lights off,55,lights off
0,0,lights off,46,lights off,72,92,lights off,70,lights off
0,0,lights off,69,lights off,84,89,lights off,46,lights off
0,0,lights off,56,lights off,85,86,lights off,0,lights off
0,0,lights off,59,lights off,83,81,lights off,49,lights off
0,34,lights off,33,lights off,90,81,lights off,7,lights off
0,67,lights off,69,lights off,76,77,lights off,0,lights off
0,67,lights off,49,lights off,81,74,lights off,0,lights off
0,46,lights off,72,lights off,83,76,lights off,0,lights off
0,52,lights off,51,lights off,77,83,lights off,10,lights off
0,68,lights off,0,lights off,72,70,lights off,0,lights off
0,52,lights off,14,lights off,72,84,lights off,0,lights off
0,63,lights off,0,lights off,75,77,lights off,0,lights off
0,63,lights off,0,lights off,90,78,lights off,0,lights off
0,72,lights off,48,lights off,90,74,lights off,0,lights off
0,60,lights off,41,lights off,64,68,lights off,14,lights off
0,50,lights off,42,lights off,83,82,lights off,46,lights off
0,78,lights off,51,lights off,62,64,lights off,13,lights off
0,72,lights off,12,lights off,86,80,lights off,2,lights off
0,3,lights off,25,lights off,68,70,lights off,0,lights off
0,3,lights off,79,lights off,77,71,lights off,0,lights off
0,18,lights off,66,lights off,82,63,lights off,0,lights off
0,13,lights off,61,lights off,83,68,lights off,0,lights off
0,11,lights off,34,lights off,75,88,lights off,0,lights off
14,22,lights off,68,lights off,70,89,lights off,0,lights off
14,11,lights off,42,lights off,50,88,lights off,0,lights off
9,15,lights off,36,lights off,69,78,lights off,0,lights off
0,8,lights off,28,lights off,71,75,lights off,0,lights off
12,24,lights off,60,lights off,77,76,lights off,0,lights off
0,16,lights off,13,lights off,81,92,lights off,0,lights off
2,9,lights off,66,lights off,78,90,lights off,0,lights off
34,14,lights off,57,lights off,85,92,lights off,0,lights off
35,24,lights off,27,lights off,82,85,lights off,0,lights off
31,14,lights off,39,lights off,83,83,lights off,0,lights off
22,0,lights off,34,lights off,90,93,lights off,0,lights off
0,0,lights off,44,lights off,88,87,lights off,0,lights off
0,0,lights off,16,lights off,94,89,lights off,11,lights off
0,0,lights off,0,lights off,92,80,lights off,0,lights off
0,0,lights off,0,lights off,88,81,lights off,0,lights off
0,0,lights off,0,lights off,83,79,lights off,0,lights off
0,0,lights off,0,lights off,90,88,lights off,0,lights off
0,0,lights off,0,lights off,36,83,lights off,0,lights off
9,0,lights off,0,lights off,22,91,lights off,3,lights off
15,0,lights off,0,lights off,9,83,lights off,0,lights off
23,0,lights off,39,lights off,44,81,lights off,0,lights off
8,15,lights off,25,lights off,79,86,lights off,0,lights off
0,5,lights off,0,lights off,75,83,lights off,0,lights off
0,35,lights off,0,lights off,78,89,lights off,0,lights off
0,73,lights off,0,lights off,78,92,lights off,0,lights off
0,24,lights off,0,lights off,77,83,lights off,0,lights off
0,0,lights off,17,lights off,87,88,lights off,10,lights off
0,0,lights off,19,lights off,79,90,lights off,0,lights off
0,2,lights off,53,lights off,85,88,lights off,0,lights off
0,17,lights off,24,lights off,77,92,lights off,0,lights off
0,36,lights off,31,lights off,90,94,lights off,23,lights off
3,30,lights off,55,lights off,86,75,lights off,35,lights off
0,3,lights off,54,lights off,89,90,lights off,35,lights off
0,0,lights off,60,lights off,91,78,lights off,56,lights off
69,0,lights off,44,lights off,80,78,lights off,54,lights off
43,44,lights off,74,lights off,87,88,lights off,16,lights off
0,85,lights off,53,lights off,81,84,lights off,0,lights off
0,89,lights off,60,lights off,67,84,lights off,0,lights off
17,87,lights off,67,lights off,65,78,lights off,0,lights off
0,87,lights off,65,lights off,86,69,lights off,0,lights off
0,73,lights off,39,lights off,66,85,lights off,39,lights off
0,91,lights off,42,lights off,75,82,lights off,84,lights off
0,87,lights off,2,lights off,81,84,lights off,85,lights off
0,23,lights off,46,lights off,60,92,lights off,73,lights off
0,49,lights off,21,lights off,43,58,lights off,61,lights off
0,58,lights off,18,lights off,57,81,lights off,64,lights off
0,0,lights off,0,lights off,81,86,lights off,61,lights off
0,27,lights off,6,lights off,81,91,lights off,85,lights off
2,0,lights off,22,lights off,67,87,lights off,80,lights off
27,0,lights off,51,lights off,55,84,lights off,74,lights off
19,0,lights off,28,lights off,64,86,lights off,72,lights off
22,0,lights off,37,lights off,69,79,lights off,55,lights off
0,28,lights off,14,lights off,82,80,lights off,67,lights off
0,66,lights off,38,lights off,76,84,lights off,76,lights off
15,51,lights off,21,lights off,91,86,lights off,62,lights off
12,25,lights off,29,lights off,83,81,lights off,71,lights off
0,0,lights off,14,lights off,88,84,lights off,78,lights off
0,0,lights off,13,lights off,88,82,lights off,71,lights off
0,66,lights off,0,lights off,87,89,lights off,45,lights off
0,87,lights off,0,lights off,82,93,lights off,69,lights off
0,57,lights off,0,lights off,73,88,lights off,58,lights off
0,85,lights off,0,lights off,88,68,lights off,76,lights off
0,48,lights off,0,lights off,83,78,lights off,69,lights off
0,59,lights off,0,lights off,76,62,lights off,70,lights off
0,20,lights off,0,lights off,85,71,lights off,72,lights off
0,0,lights off,11,lights off,44,78,lights off,60,lights off
0,0,lights off,3,lights off,83,72,lights off,68,lights off
0,0,lights off,0,lights off,82,84,lights off,70,lights off
0,0,lights off,13,lights off,87,92,lights off,62,lights off
0,0,lights off,21,lights off,90,91,lights off,54,lights off
6,60,lights off,0,lights off,86,94,lights off,24,lights off
18,58,lights off,0,lights off,91,79,lights off,78,lights off
0,21,lights off,0,lights off,80,50,lights off,21,lights off
0,0,lights off,0,lights off,84,77,lights off,64,lights off
0,16,lights off,0,lights off,86,87,lights off,37,lights off
0,54,lights off,0,lights off,85,74,lights off,17,lights off
12,3,lights off,0,lights off,74,82,lights off,22,lights off
17,16,lights off,0,lights off,88,87,lights off,0,lights off
8,0,lights off,0,lights off,83,92,lights off,47,lights off
0,7,lights off,0,lights off,83,52,lights off,17,lights off
0,9,lights off,0,lights off,68,13,lights off,0,lights off
0,6,lights off,0,lights off,79,58,lights off,27,lights off
0,0,lights off,0,lights off,83,71,lights off,31,lights off
0,0,lights off,0,lights off,85,64,lights off,22,lights off
0,0,lights off,0,lights off,79,28,lights off,22,lights off
0,4,lights off,0,lights off,77,35,lights off,0,lights off
0,46,lights off,0,lights off,83,8,lights off,26,lights off
0,21,lights off,0,lights off,59,50,lights off,54,lights off
0,0,lights off,52,lights off,54,50,lights off,58,lights off
0,13,lights off,0,lights off,66,94,lights off,71,lights off
0,1,lights off,0,lights off,27,78,lights off,56,lights off
0,18,lights off,0,lights off,70,93,lights off,76,lights off
0,28,lights off,0,lights off,85,78,lights off,56,lights off
0,0,lights off,27,lights off,78,82,lights off,78,lights off
0,44,lights off,0,lights off,72,85,lights off,59,lights off
0,52,lights off,0,lights off,77,93,lights off,28,lights off
0,43,lights off,0,lights off,73,91,lights off,59,lights off
0,57,lights off,0,lights off,49,91,lights off,61,lights off
0,21,lights off,0,lights off,29,78,lights off,60,lights off
0,37,lights off,0,lights off,23,90,lights off,75,lights off
0,60,lights off,0,lights off,58,87,lights off,77,lights off
0,34,lights off,0,lights off,46,79,lights off,9,lights off
0,0,lights off,0,lights off,63,86,lights off,0,lights off
0,0,lights off,0,lights off,92,92,lights off,0,lights off
0,0,lights off,0,lights off,80,89,lights off,0,lights off
0,46,lights off,0,lights off,84,85,lights off,0,lights off
