CL_f2_feb,CL_f3_feb,CL_notes_feb,CL_f1_aug,CL_notes_aug,CD_f2_aug,CD_f1_aug,CD_notes_aug,CD_f3_sept,CD_notes_sept
0,0,lights on,0,lights on,28,52,lights on,79,lights off
0,0,lights on,0,lights on,43,53,lights on,81,lights off
0,0,lights on,0,lights on,51,69,lights on,89,lights off
0,0,lights on,0,lights on,59,63,lights on,85,lights off
0,0,lights on,0,lights on,63,76,lights on,83,lights off
0,0,lights on,0,lights on,84,56,lights on,85,lights off
0,0,lights on,0,lights on,87,18,lights on,47,lights off
0,0,lights on,0,lights on,81,4,lights on,56,lights off
0,0,lights on,0,lights on,84,60,lights on,76,lights off
0,0,lights on,0,lights on,81,47,lights on,55,lights off
0,0,lights on,0,lights on,86,55,lights on,68,lights off
0,0,lights on,0,lights on,76,42,lights on,77,lights off
0,0,lights on,0,lights on,82,60,lights on,72,lights off
0,0,lights on,0,lights on,80,58,lights on,55,lights off
0,0,lights on,0,lights on,88,75,lights on,85,lights off
0,0,lights on,0,lights on,73,79,lights on,81,lights off
0,0,lights on,0,lights on,61,61,lights on,83,lights off
0,0,lights on,0,lights on,30,46,lights on,91,lights off
0,0,lights on,0,lights on,58,20,lights on,84,lights off
0,0,lights on,0,lights on,65,43,lights on,90,lights off
0,0,lights on,0,lights on,78,9,lights on,85,lights off
0,0,lights on,0,lights on,85,22,lights on,90,lights off
0,0,lights on,0,lights on,77,41,lights on,88,lights off
0,0,lights on,0,lights on,70,76,lights on,84,lights off
0,0,lights on,0,lights on,51,44,lights on,92,lights off
0,0,lights on,0,lights on,30,71,lights on,87,lights off
0,0,lights on,0,lights on,63,21,lights on,77,lights off
0,0,lights on,0,lights on,79,56,lights on,85,lights off
0,0,lights on,0,lights on,85,86,lights on,76,lights off
0,0,lights on,0,lights on,70,75,lights on,87,lights off
0,0,lights on,0,lights on,65,89,lights on,84,lights off
0,11,lights on,0,lights on,82,86,lights on,90,lights off
0,0,lights on,0,lights on,78,78,lights on,90,lights off
0,0,lights on,0,lights on,61,75,lights on,88,lights off
0,0,lights on,0,lights on,55,83,lights on,79,lights off
0,0,lights on,0,lights on,70,76,lights on,79,lights off
0,0,lights on,0,lights on,44,73,lights on,76,lights off
0,0,lights on,0,lights on,47,44,lights on,80,lights off
0,0,lights on,0,lights on,81,17,lights on,63,lights off
0,0,lights on,0,lights on,72,33,lights on,71,lights off
0,0,lights on,0,lights on,47,0,lights on,80,lights off
0,0,lights on,0,lights on,39,23,lights on,81,lights off
0,0,lights on,0,lights on,51,38,lights on,90,lights off
0,0,lights on,0,lights on,66,50,lights on,85,lights off
0,0,lights on,0,lights on,70,62,lights on,89,lights off
0,0,lights on,0,lights on,79,64,lights on,82,lights off
0,0,lights on,0,lights on,50,12,lights on,86,lights off
0,0,lights on,0,lights on,42,21,lights on,79,lights off
0,0,lights on,0,lights on,67,34,lights on,63,lights off
0,0,lights on,0,lights on,79,0,lights on,78,lights off
0,0,lights on,0,lights on,80,33,lights on,87,lights off
0,0,lights on,0,lights on,82,73,lights on,74,lights off
0,0,lights on,0,lights on,55,75,lights on,83,lights off
0,0,lights on,0,lights on,3,76,lights on,72,lights off
0,0,lights on,0,lights on,15,45,lights on,40,lights off
0,0,lights on,0,lights on,41,14,lights on,6,lights off
0,0,lights on,0,lights on,53,37,lights on,37,lights off
0,0,lights on,0,lights on,84,0,lights on,12,lights off
0,0,lights on,0,lights on,86,46,lights on,21,lights off
0,0,lights on,0,lights on,85,72,lights on,46,lights off
0,0,lights on,0,lights on,57,46,lights on,75,lights off
0,0,lights on,0,lights on,2,43,lights on,90,lights off
0,0,lights on,0,lights on,21,33,lights on,81,lights off
0,0,lights on,0,lights on,15,39,lights on,75,lights off
0,0,lights on,0,lights on,9,73,lights on,81,lights off
0,0,lights on,0,lights on,0,68,lights on,85,lights off
0,0,lights on,0,lights on,0,82,lights on,84,lights off
0,0,lights on,0,lights on,0,83,lights on,80,lights off
0,0,lights on,0,lights on,0,32,lights on,87,lights off
0,0,lights on,0,lights on,0,39,lights on,84,lights off
0,0,lights on,0,lights on,0,51,lights on,84,lights off
0,0,lights on,0,lights on,0,61,lights on,83,lights off
0,0,lights on,0,lights on,0,26,lights on,86,lights off
0,0,lights on,0,lights on,0,34,lights on,82,lights off
0,0,lights on,0,lights on,0,47,lights on,82,lights off
0,0,lights on,0,lights on,0,22,lights on,92,lights off
0,0,lights on,0,lights on,0,85,lights on,91,lights off
0,0,lights on,0,lights on,0,36,lights on,90,lights off
0,0,lights on,0,lights on,0,28,lights on,70,lights off
0,0,lights on,0,lights on,0,0,lights on,81,lights off
0,0,lights on,0,lights on,0,55,lights on,82,lights off
0,0,lights on,0,lights on,0,46,lights on,92,lights off
0,0,lights on,0,lights on,55,89,lights on,87,lights off
0,0,lights on,0,lights on,80,70,lights on,83,lights off
0,0,lights on,0,lights on,77,84,lights on,85,lights off
0,0,lights on,0,lights on,81,52,lights on,55,lights off
0,0,lights on,0,lights on,83,56,lights on,65,lights off
0,0,lights on,0,lights on,85,53,lights on,57,lights off
0,0,lights on,0,lights on,87,43,lights on,57,lights off
0,0,lights on,0,lights on,70,6,lights on,70,lights off
0,0,lights on,0,lights on,81,10,lights on,70,lights off
0,0,lights on,0,lights on,86,44,lights on,60,lights off
0,0,lights on,0,lights on,87,16,lights on,51,lights off
0,0,lights on,0,lights on,68,25,lights on,59,lights off
0,0,lights on,0,lights on,69,9,lights on,53,lights off
0,0,lights on,0,lights on,71,0,lights on,52,lights off
0,0,lights on,0,lights on,77,0,lights on,28,lights off
0,0,lights on,0,lights on,78,0,lights on,0,lights off
0,0,lights on,0,lights on,81,0,lights on,0,lights off
0,0,lights on,0,lights on,90,7,lights on,0,lights off
0,0,lights on,0,lights on,80,29,lights on,0,lights off
0,0,lights on,0,lights on,76,27,lights on,32,lights off
0,0,lights on,0,lights on,86,0,lights on,7,lights off
0,0,lights on,0,lights on,71,0,lights on,2,lights off
0,0,lights on,0,lights on,79,0,lights on,0,lights off
4,0,lights on,0,lights on,84,14,lights on,20,lights off
3,0,lights on,0,lights on,77,9,lights on,0,lights off
0,0,lights on,0,lights on,78,0,lights on,0,lights off
0,0,lights on,0,lights on,75,0,lights on,48,lights off
0,0,lights on,0,lights on,41,0,lights on,55,lights off
0,0,lights on,0,lights on,6,40,lights on,45,lights off
0,0,lights on,0,lights on,0,64,lights on,50,lights off
0,0,lights on,0,lights on,0,83,lights on,45,lights off
0,0,lights on,0,lights on,0,81,lights on,66,lights off
0,0,lights on,0,lights on,0,91,lights on,74,lights off
0,0,lights on,0,lights on,0,71,lights on,77,lights off
0,0,lights on,0,lights on,0,84,lights on,71,lights off
0,0,lights on,0,lights on,0,80,lights on,25,lights off
0,0,lights on,0,lights on,0,80,lights on,61,lights off
0,0,lights on,0,lights on,0,73,lights on,81,lights off
0,0,lights on,0,lights on,0,78,lights on,85,lights off
0,0,lights on,0,lights on,0,87,lights on,81,lights off
0,0,lights on,0,lights on,30,67,lights on,76,lights off
0,0,lights on,0,lights on,78,64,lights on,73,lights off
0,0,lights on,0,lights on,75,60,lights on,56,lights off
0,0,lights on,0,lights on,82,73,lights on,79,lights off
0,0,lights on,0,lights on,74,78,lights on,88,lights off
0,0,lights on,0,lights on,79,69,lights on,93,lights off
0,0,lights on,0,lights on,83,83,lights on,37,lights off
0,0,lights on,0,lights on,77,77,lights on,40,lights off
0,0,lights on,0,lights on,77,81,lights on,42,lights off
0,0,lights on,0,lights on,50,73,lights on,38,lights off
0,0,lights on,0,lights on,85,78,lights on,33,lights off
0,0,lights on,0,lights on,89,83,lights on,49,lights off
0,0,lights on,0,lights on,78,79,lights on,46,lights off
0,0,lights on,0,lights on,80,70,lights on,68,lights off
0,0,lights on,0,lights on,81,71,lights on,80,lights off
0,0,lights on,0,lights on,76,66,lights on,85,lights off
0,0,lights on,0,lights on,89,41,lights on,95,lights off
0,0,lights on,0,lights on,78,67,lights on,91,lights off
0,0,lights on,0,lights on,66,75,lights on,87,lights off
0,0,lights on,0,lights on,92,91,lights on,89,lights off
0,0,lights on,0,lights on,76,84,lights on,96,lights off
0,0,lights on,0,lights on,59,67,lights on,89,lights off
0,0,lights on,0,lights on,71,84,lights on,88,lights off
0,0,lights on,0,lights on,65,84,lights on,92,lights off
0,0,lights on,0,lights on,25,94,lights on,85,lights off
0,0,lights on,0,lights on,25,79,lights on,81,lights off
0,0,lights on,0,lights on,10,83,lights on,94,lights off
0,0,lights on,0,lights on,16,81,lights on,91,lights off
0,3,lights on,0,lights on,6,78,lights on,75,lights off
0,4,lights on,0,lights on,34,80,lights on,52,lights off
0,0,lights on,0,lights on,0,77,lights on,71,lights off
0,0,lights on,0,lights on,15,90,lights on,69,lights off
0,0,lights on,0,lights on,17,80,lights on,66,lights off
0,0,lights on,0,lights on,51,69,lights on,78,lights off
0,0,lights on,0,lights on,27,80,lights on,66,lights off
0,0,lights on,0,lights on,53,88,lights on,73,lights off
0,0,lights on,0,lights on,0,74,lights on,83,lights off
0,0,lights on,0,lights on,0,23,lights on,94,lights off
0,0,lights on,0,lights on,0,45,lights on,86,lights off
0,0,lights on,0,lights on,0,56,lights on,89,lights off
0,0,lights on,0,lights on,0,82,lights on,88,lights off
0,0,lights on,0,lights on,0,59,lights on,87,lights off
0,0,lights on,0,lights on,0,39,lights on,82,lights off
0,0,lights on,0,lights on,0,43,lights on,89,lights off
0,0,lights on,0,lights on,0,71,lights on,83,lights off
0,0,lights on,0,lights on,0,61,lights on,92,lights off
0,0,lights on,0,lights on,0,77,lights on,84,lights off
0,0,lights on,0,lights on,0,85,lights on,60,lights off
0,0,lights on,0,lights on,0,71,lights on,61,lights off
0,0,lights on,0,lights on,0,38,lights on,71,lights off
0,0,lights on,0,lights on,16,44,lights on,81,lights off
0,0,lights on,0,lights on,83,8,lights on,65,lights off
0,0,lights on,0,lights on,52,15,lights on,77,lights off
0,0,lights on,0,lights on,30,27,lights on,81,lights off
0,0,lights on,0,lights on,63,60,lights on,82,lights off
0,0,lights on,0,lights on,26,85,lights on,78,lights off
0,0,lights on,0,lights on,10,57,lights on,81,lights off
0,0,lights on,0,lights on,0,44,lights on,90,lights off
0,0,lights on,0,lights on,0,71,lights on,87,lights off
0,0,lights on,0,lights on,0,71,lights on,84,lights off
0,0,lights on,0,lights on,0,90,lights on,83,lights off
0,0,lights on,0,lights on,0,87,lights on,89,lights off
0,0,lights on,0,lights on,0,43,lights on,89,lights off
0,0,lights on,0,lights on,0,43,lights on,95,lights off
0,0,lights on,0,lights on,0,34,lights on,82,lights off
0,0,lights on,0,lights on,0,2,lights on,79,lights off
0,0,lights on,0,lights on,0,63,lights on,93,lights off
0,0,lights on,0,lights on,0,59,lights on,93,lights off
0,0,lights on,0,lights on,0,73,lights on,92,lights off
0,0,lights on,0,lights on,0,87,lights on,92,lights off
0,0,lights on,0,lights on,65,83,lights on,83,lights off
0,0,lights on,0,lights on,70,90,lights on,74,lights off
0,0,lights on,0,lights on,84,84,lights on,45,lights off
0,0,lights on,0,lights on,81,36,lights on,72,lights off
0,0,lights on,0,lights on,58,35,lights on,85,lights off
0,0,lights on,0,lights on,20,65,lights on,81,lights off
0,0,lights on,0,lights on,22,91,lights on,57,lights off
0,0,lights on,0,lights on,34,87,lights on,67,lights off
0,0,lights on,0,lights on,24,82,lights on,39,lights off
0,0,lights on,0,lights on,17,97,lights on,66,lights off
0,0,lights on,0,lights on,15,87,lights on,62,lights off
0,0,lights on,0,lights on,0,86,lights on,75,lights off
0,0,lights on,0,lights on,20,77,lights on,67,lights off
0,0,lights on,0,lights on,2,73,lights on,68,lights off
0,0,lights on,0,lights on,5,16,lights on,69,lights off
0,0,lights on,0,lights on,4,80,lights on,80,lights off
0,0,lights on,0,lights on,0,83,lights on,77,lights off
0,0,lights on,0,lights on,16,85,lights on,73,lights off
0,0,lights on,0,lights on,0,90,lights on,76,lights off
0,0,lights on,0,lights on,0,89,lights on,94,lights off
0,0,lights on,0,lights on,11,88,lights on,84,lights off
0,0,lights on,0,lights on,0,79,lights on,67,lights off
0,0,lights on,0,lights on,0,63,lights on,82,lights off
0,0,lights on,0,lights on,0,70,lights on,84,lights off
0,0,lights on,0,lights on,0,72,lights on,76,lights off
0,0,lights on,0,lights on,0,88,lights on,83,lights off
0,0,lights on,0,lights on,24,79,lights on,91,lights off
0,0,lights on,0,lights on,72,84,lights on,89,lights off
0,0,lights on,0,lights on,55,85,lights on,74,lights off
0,0,lights on,0,lights on,71,74,lights on,76,lights off
0,0,lights on,0,lights on,61,71,lights on,75,lights off
0,0,lights on,0,lights on,82,27,lights on,85,lights off
0,0,lights on,0,lights on,68,0,lights on,81,lights off
0,0,lights on,0,lights on,89,9,lights on,77,lights off
0,0,lights on,0,lights on,83,17,lights on,45,lights off
0,0,lights on,0,lights on,73,11,lights on,48,lights off
0,0,lights on,0,lights on,78,11,lights on,85,lights off
0,0,lights on,0,lights on,75,0,lights on,57,lights off
0,0,lights on,0,lights on,0,0,lights on,88,lights off
0,0,lights on,0,lights on,0,53,lights on,81,lights off
0,0,lights on,0,lights on,0,54,lights on,80,lights off
0,0,lights on,0,lights on,0,41,lights on,76,lights off
0,0,lights on,0,lights on,0,41,lights on,63,lights off
0,0,lights on,0,lights on,0,5,lights on,79,lights off
0,0,lights on,0,lights on,0,0,lights on,72,lights off
0,0,lights on,0,lights on,0,0,lights on,84,lights off
0,0,lights on,0,lights on,0,0,lights on,62,lights off
0,0,lights on,0,lights on,9,0,lights on,85,lights off
0,0,lights on,0,lights on,0,0,lights on,86,lights off
0,0,lights on,0,lights on,0,0,lights on,72,lights off
0,0,lights on,0,lights on,0,0,lights on,37,lights off
3,0,lights on,0,lights on,0,2,lights on,82,lights off
2,0,lights on,0,lights on,0,30,lights on,80,lights off
0,0,lights on,0,lights on,0,0,lights on,80,lights off
0,0,lights on,0,lights on,0,0,lights on,75,lights off
0,0,lights on,0,lights on,0,0,lights on,78,lights off
0,0,lights on,0,lights on,0,0,lights on,82,lights off
0,0,lights on,0,lights on,0,0,lights on,85,lights off
0,0,lights on,0,lights on,5,0,lights on,70,lights off
0,0,lights on,0,lights on,10,30,lights on,74,lights off
0,0,lights on,0,lights on,54,63,lights on,72,lights off
0,0,lights on,0,lights on,72,70,lights on,75,lights off
0,0,lights on,0,lights on,30,75,lights on,86,lights off
0,0,lights on,0,lights on,0,91,lights on,81,lights off
69,0,lights on,0,lights on,0,81,lights on,81,lights off
8,0,lights on,0,lights on,7,77,lights on,78,lights off
19,0,lights on,0,lights on,72,82,lights on,87,lights off
0,0,lights on,0,lights on,77,86,lights on,79,lights off
0,0,lights on,0,lights on,84,78,lights on,64,lights off
0,0,lights on,0,lights on,77,84,lights on,69,lights off
0,0,lights on,0,lights on,79,86,lights on,80,lights off
0,0,lights on,0,lights on,81,79,lights on,68,lights off
0,0,lights on,0,lights on,84,35,lights on,83,lights off
0,0,lights on,0,lights on,82,58,lights on,84,lights off
0,0,lights on,0,lights on,51,72,lights on,77,lights off
0,0,lights on,0,lights on,6,86,lights on,80,lights off
0,0,lights on,0,lights on,0,76,lights on,86,lights off
0,0,lights on,0,lights on,0,86,lights on,81,lights off
0,0,lights on,0,lights on,6,91,lights on,77,lights off
0,0,lights on,9,lights on,0,91,lights on,87,lights off
0,0,lights on,0,lights on,74,79,lights on,84,lights off
17,0,lights on,50,lights on,81,88,lights on,67,lights off
38,0,lights on,4,lights on,70,85,lights on,81,lights off
35,0,lights on,48,lights on,82,79,lights on,66,lights off
29,0,lights on,65,lights on,85,82,lights on,82,lights off
41,0,lights on,49,lights on,83,84,lights on,64,lights off
56,0,lights on,55,lights on,26,85,lights on,59,lights off
40,0,lights on,49,lights on,0,89,lights on,70,lights off
57,0,lights on,30,lights on,0,78,lights on,83,lights off
60,0,lights on,50,lights on,0,82,lights on,60,lights off
38,0,lights on,0,lights on,0,91,lights on,22,lights off
5,0,lights on,0,lights on,0,94,lights on,22,lights off
0,0,lights on,0,lights on,49,88,lights on,13,lights off
0,0,lights on,0,lights on,81,82,lights on,4,lights off
5,0,lights on,0,lights on,65,81,lights on,15,lights off
24,0,lights on,0,lights on,84,87,lights on,6,lights off
46,0,lights on,0,lights on,77,92,lights on,0,lights off
8,0,lights on,0,lights on,79,91,lights on,0,lights off
0,0,lights on,0,lights on,88,91,lights on,0,lights off
0,0,lights on,0,lights on,66,89,lights on,40,lights off
0,0,lights on,0,lights on,92,88,lights on,48,lights off
0,0,lights on,0,lights on,77,74,lights on,67,lights off
0,0,lights on,0,lights on,78,76,lights on,45,lights off
0,0,lights on,0,lights on,81,79,lights on,53,lights off
0,0,lights on,0,lights on,74,66,lights on,4,lights off
5,0,lights on,0,lights on,12,36,lights on,77,lights off
36,0,lights on,0,lights on,28,65,lights on,72,lights off
24,0,lights on,0,lights on,27,62,lights on,49,lights off
45,0,lights on,0,lights on,32,77,lights on,51,lights off
21,0,lights on,0,lights on,52,76,lights on,54,lights off
41,3,lights on,0,lights on,19,49,lights on,67,lights off
38,0,lights on,0,lights on,32,76,lights on,70,lights off
69,21,lights on,0,lights on,43,39,lights on,65,lights off
